url	Date	Player Name	Postion	Team	Team_ID	Transaction_description
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Devon_Still2016-1-06Reserve/Future	2016-1-06	Devon Still	DT	cincinnatibengals	CIN	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Dezmen_Southward2016-1-05Reserve/Future	2016-1-05	Dezmen Southward	FS	indianapoliscolts	IND	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Dezmond_Johnson2016-1-05Reserve/Future	2016-1-05	Dezmond Johnson	LB	tennesseetitans	TEN	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# DiAndre_Campbell2016-1-04Reserve/Future	2016-1-04	DiAndre Campbell	WR	sanfrancisco49ers	SF	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Dominique_Davis2016-1-05Reserve/Future	2016-1-05	Dominique Davis	DE	pittsburghsteelers	PIT	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Dominique_Jones2016-1-19Reserve/Future	2016-1-19	Dominique Jones	TE	minnesotavikings	MIN	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Dominique_Williams2016-1-19Reserve/Future	2016-1-19	Dominique Williams	RB	minnesotavikings	MIN	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Donald_Hawkins2016-1-26Reserve/Future	2016-1-26	Donald Hawkins	OT	sanfrancisco49ers	SF	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Donte_Foster2016-1-04Reserve/Future	2016-1-04	Donte Foster	WR	dallascowboys	DAL	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Douglas_McNeil2016-1-18Reserve/Future	2016-1-18	Douglas McNeil	WR	seattleseahawks	SEA	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Drew_Nowak2016-1-18Reserve/Future	2016-1-18	Drew Nowak	C	seattleseahawks	SEA	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Duane_Brown2016-1-05Reserve/Injured	2016-1-05	Duane Brown	T	houstontexans	HOU	Reserve/Injured	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Durell_Eskridge2016-1-26Reserve/Future	2016-1-26	Durell Eskridge	FS	arizonacardinals	ARZ	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Dustin_Vaughan2016-1-22Reserve/Future	2016-1-22	Dustin Vaughan	QB	buffalobills	BUF	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Dylan_Wynn2016-1-04Reserve/Future	2016-1-04	Dylan Wynn	DT	clevelandbrowns	CLV	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Earl_Wolff2016-1-04Reserve/Future	2016-1-04	Earl Wolff	DB	jacksonvillejaguars	JAX	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Ed_Williams2016-1-18Reserve/Future	2016-1-18	Ed Williams	WR	greenbaypackers	GB	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Edawn_Coughman2016-1-07Reserve/Future	2016-1-07	Edawn Coughman	T	houstontexans	HOU	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Edwin_Jackson2016-1-05Reserve/Future	2016-1-05	Edwin Jackson	LB	indianapoliscolts	IND	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Efe_Obada2016-1-04Reserve/Future	2016-1-04	Efe Obada	DE	dallascowboys	DAL	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Emmanuel_Lamur2016-1-04Reserve/Injured	2016-1-04	Emmanuel Lamur	OLB	cincinnatibengals	CIN	Reserve/Injured	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Eric_Crume2016-1-06Reserve/Future	2016-1-06	Eric Crume	DT	greenbaypackers	GB	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Eric_Patterson2016-1-01Reserve/Injured	2016-1-01	Eric Patterson	CB	losangelesrams	LA	Reserve/Injured	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Eric_Tomlinson2016-1-11Reserve/Future	2016-1-11	Eric Tomlinson	TE	houstontexans	HOU	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Erle_Ladson2016-1-06Reserve/Future	2016-1-06	Erle Ladson	OT	clevelandbrowns	CLV	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Floyd_Raven2016-1-05Reserve/Future	2016-1-05	Floyd Raven	DB	newenglandpatriots	NE	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Fred_Williams2016-1-18Reserve/Future	2016-1-18	Fred Williams	WR	kansascitychiefs	KC	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Freddie_Martino2016-1-04Reserve/Future	2016-1-04	Freddie Martino	WR	philadelphiaeagles	PHI	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# GJ_Kinne2016-1-04Reserve/Future	2016-1-04	GJ Kinne	QB	newyorkgiants	NYG	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Gabe_Martin2016-1-12Free_Agent_Signing	2016-1-12	Gabe Martin	LB	arizonacardinals	ARZ	Free Agent Signing	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Gabe_Martin2016-1-12Terminated_(by_Player)_from_Practice_Squad	2016-1-12	Gabe Martin	LB	arizonacardinals	ARZ	Terminated (by Player) from Practice Squad	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Gannon_Sinclair2016-1-05Reserve/Future	2016-1-05	Gannon Sinclair	TE	chicagobears	CHI	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Garrett_Gilbert2016-1-05Reserve/Future	2016-1-05	Garrett Gilbert	QB	oaklandraiders	OAK	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Garrison_Smith2016-1-04Reserve/Future	2016-1-04	Garrison Smith	DT	sanfrancisco49ers	SF	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Garth_Gerhart2016-1-04Reserve/Future	2016-1-04	Garth Gerhart	C	clevelandbrowns	CLV	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# George_Atkinson2016-1-04Reserve/Future	2016-1-04	George Atkinson	RB	oaklandraiders	OAK	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# George_Farmer2016-1-18Reserve/Future	2016-1-18	George Farmer	WR	seattleseahawks	SEA	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Gerald_Rivers2016-1-11Reserve/Future	2016-1-11	Gerald Rivers	DE	houstontexans	HOU	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Gerod_Holliman2016-1-05Reserve/Future	2016-1-05	Gerod Holliman	FS	tampabaybuccaneers	TB	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Giorgio_Tavecchio2016-1-05Reserve/Future	2016-1-05	Giorgio Tavecchio	K	oaklandraiders	OAK	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Greg_Little2016-1-12Reserve/Future	2016-1-12	Greg Little	WR	cincinnatibengals	CIN	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Griff_Whalen2016-1-01Waived,_No_Recall	2016-1-01	Griff Whalen	WR	indianapoliscolts	IND	Waived, No Recall	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Gus_Johnson2016-1-04Reserve/Future	2016-1-04	Gus Johnson	RB	atlantafalcons	ATL	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Harold_Spears2016-1-04Reserve/Future	2016-1-04	Harold Spears	TE	baltimoreravens	BAL	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Isaac_Fruechte2016-1-11Reserve/Future	2016-1-11	Isaac Fruechte	WR	minnesotavikings	MIN	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Isaiah_Burse2016-1-04Reserve/Future	2016-1-04	Isaiah Burse	WR	sandiegochargers	SD	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Isaiah_Frey2016-1-18Reserve/Future	2016-1-18	Isaiah Frey	DB	pittsburghsteelers	PIT	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Isame_Faciane2016-1-11Reserve/Future	2016-1-11	Isame Faciane	G	minnesotavikings	MIN	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# JJ_Worton2016-1-12Practice_Squad	2016-1-12	JJ Worton	WR	newenglandpatriots	NE	Practice Squad	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jace_Davis2016-1-05Reserve/Future	2016-1-05	Jace Davis	WR	houstontexans	HOU	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jacob_Hagen2016-1-20Reserve/Future	2016-1-20	Jacob Hagen	DB	losangelesrams	LA	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jacob_Maxwell2016-1-04Reserve/Future	2016-1-04	Jacob Maxwell	TE	buffalobills	BUF	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jacoby_Jones2016-1-01Waived,_No_Recall	2016-1-01	Jacoby Jones	WR	pittsburghsteelers	PIT	Waived, No Recall	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jahwan_Edwards2016-1-05Reserve/Future	2016-1-05	Jahwan Edwards	RB	miamidolphins	MIA	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jake_Kumerow2016-1-11Reserve/Future	2016-1-11	Jake Kumerow	WR	cincinnatibengals	CIN	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jake_Rodgers2016-1-04Reserve/Future	2016-1-04	Jake Rodgers	OT	newyorkgiants	NYG	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jalen_Saunders2016-1-04Suspension_Lifted_by_Commissioner	2016-1-04	Jalen Saunders	WR	chicagobears	CHI	Suspension Lifted by Commissioner	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jamel_Johnson2016-1-18Reserve/Future	2016-1-18	Jamel Johnson	WR	greenbaypackers	GB	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# James_Vaughters2016-1-21Reserve/Future	2016-1-21	James Vaughters	LB	greenbaypackers	GB	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jared_Smith2016-1-20Reserve/Future	2016-1-20	Jared Smith	G	atlantafalcons	ATL	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jarrett_Boykin2016-1-12Reserve/Future	2016-1-12	Jarrett Boykin	WR	carolinapanthers	CAR	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jarvis_Harrison2016-1-05Reserve/Future	2016-1-05	Jarvis Harrison	OG	newyorkjets	NYJ	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jason_Babin2016-1-12Free_Agent_Signing	2016-1-12	Jason Babin	DE	arizonacardinals	ARZ	Free Agent Signing	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jaxon_Shipley2016-1-26Reserve/Future	2016-1-26	Jaxon Shipley	WR	arizonacardinals	ARZ	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jayson_DiManche2016-1-11Reserve/Future	2016-1-11	Jayson DiManche	LB	cincinnatibengals	CIN	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jeff_Luc2016-1-11Reserve/Future	2016-1-11	Jeff Luc	LB	neworleanssaints	NO	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jeremy_Vujnovich2016-1-18Reserve/Future	2016-1-18	Jeremy Vujnovich	T	greenbaypackers	GB	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jerod_Mayo2016-1-19Reserve/Injured	2016-1-19	Jerod Mayo	MLB	newenglandpatriots	NE	Reserve/Injured	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jerrell_Powe2016-1-04Reserve/Future	2016-1-04	Jerrell Powe	NT	washingtonredskins	WAS	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jesse_Davis2016-1-11Reserve/Future	2016-1-11	Jesse Davis	T	seattleseahawks	SEA	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jimmy_Staten2016-1-18Reserve/Future	2016-1-18	Jimmy Staten	DT	kansascitychiefs	KC	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Joe_Anderson2016-1-05Reserve/Future	2016-1-05	Joe Anderson	WR	newyorkjets	NYJ	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Joe_Vellano2016-1-26Reserve/Future	2016-1-26	Joe Vellano	DT	indianapoliscolts	IND	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Joel_Ross2016-1-05Reserve/Future	2016-1-05	Joel Ross	CB	tampabaybuccaneers	TB	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Joey_Iosefa2016-1-25Reserve/Future	2016-1-25	Joey Iosefa	FB	newenglandpatriots	NE	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# John_Wetzel2016-1-26Reserve/Future	2016-1-26	John Wetzel	T	arizonacardinals	ARZ	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jonathan_Dowling2016-1-04Reserve/Future	2016-1-04	Jonathan Dowling	DB	buffalobills	BUF	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jordan_Dangerfield2016-1-18Reserve/Future	2016-1-18	Jordan Dangerfield	DB	pittsburghsteelers	PIT	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jordan_Kovacs2016-1-05Reserve/Future	2016-1-05	Jordan Kovacs	DB	miamidolphins	MIA	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jordan_Leslie2016-1-05Reserve/Future	2016-1-05	Jordan Leslie	WR	atlantafalcons	ATL	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Jordan_Williams2016-1-05Reserve/Future	2016-1-05	Jordan Williams	DE	miamidolphins	MIA	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Josh_Allen2016-1-05Reserve/Future	2016-1-05	Josh Allen	C	tampabaybuccaneers	TB	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Josh_Lenz2016-1-11Reserve/Future	2016-1-11	Josh Lenz	WR	houstontexans	HOU	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Josh_Shirley2016-1-20Reserve/Future	2016-1-20	Josh Shirley	LB	oaklandraiders	OAK	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Joshua_Stangby2016-1-05Reserve/Future	2016-1-05	Joshua Stangby	WR	indianapoliscolts	IND	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Josue_Matias2016-1-04Reserve/Future	2016-1-04	Josue Matias	OG	tennesseetitans	TEN	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Julian_Howsare2016-1-05Reserve/Future	2016-1-05	Julian Howsare	LB	newyorkjets	NYJ	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Julian_Stanford2016-1-05Reserve/Future	2016-1-05	Julian Stanford	LB	newyorkjets	NYJ	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Julius_Warmsley2016-1-05Reserve/Future	2016-1-05	Julius Warmsley	DE	miamidolphins	MIA	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Justice_Cunningham2016-1-05Reserve/Future	2016-1-05	Justice Cunningham	TE	losangelesrams	LA	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Justin_Hamilton2016-1-18Reserve/Future	2016-1-18	Justin Hamilton	DT	seattleseahawks	SEA	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Justin_Renfrow2016-1-20Reserve/Future	2016-1-20	Justin Renfrow	OL	sanfrancisco49ers	SF	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kadeem_Edwards2016-1-04Reserve/Future	2016-1-04	Kadeem Edwards	G	jacksonvillejaguars	JAX	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kaleb_Ramsey2016-1-04Reserve/Future	2016-1-04	Kaleb Ramsey	DT	sanfrancisco49ers	SF	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kamal_Johnson2016-1-01Practice_Squad	2016-1-01	Kamal Johnson	DT	washingtonredskins	WAS	Practice Squad	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kamal_Johnson2016-1-12Reserve/Future	2016-1-12	Kamal Johnson	DT	washingtonredskins	WAS	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Karim_Barton2016-1-11Reserve/Future	2016-1-11	Karim Barton	G	houstontexans	HOU	Reserve/Future	
http://www.nfl.com/transactions?transactionMonth=1&transactionYear=2016&transactionTeamAbbr= REC# Kasey_Redfern2016-1-06Reserve/Future	2016-1-06	Kasey Redfern	P	sandiegochargers	SD	Reserve/Future	
